"","Year","Week","cases","incidence_per_100000"
"1418",1964,12,1407,7.75
"1419",1964,13,1166,6.42
"1420",1964,14,1111,6.12
"1421",1964,15,2340,12.89
"1422",1964,16,1507,8.3
"1423",1964,17,1886,10.39
"1424",1964,19,2059,11.34
"1425",1964,20,1983,10.93
"1426",1964,21,2025,11.16
"1427",1964,22,1849,10.19
"1428",1964,23,1571,8.66
"1429",1964,24,1545,8.51
"1430",1964,25,1244,6.85
"1431",1964,26,852,4.69
"1432",1964,27,465,2.56
"1433",1964,28,453,2.5
"1434",1964,29,234,1.29
"1435",1964,30,230,1.27
"1436",1964,31,207,1.14
"1437",1964,32,142,0.78
"1438",1964,33,135,0.74
"1439",1964,34,97,0.53
"1440",1964,35,101,0.56
"1441",1964,36,31,0.17
"1442",1964,37,30,0.17
"1443",1964,38,64,0.35
"1444",1964,39,37,0.2
"1445",1964,40,58,0.32
"1446",1964,41,61,0.34
"1447",1964,42,92,0.51
"1448",1964,43,76,0.42
"1449",1964,44,76,0.42
"1450",1964,45,80,0.44
"1451",1964,46,105,0.58
"1452",1964,47,97,0.53
"1453",1964,48,94,0.52
"1454",1964,49,107,0.59
"1455",1964,50,159,0.88
"1456",1964,51,128,0.71
"1457",1964,52,148,0.82
