,Year,Week,cases,incidence_per_100000
1825,1964,17,1886,10.39
1826,1964,19,2059,11.34
1827,1964,20,1983,10.93
1828,1964,21,2025,11.16
1829,1964,22,1849,10.19
1830,1964,23,1571,8.66
1831,1964,24,1545,8.51
1832,1964,25,1244,6.85
1833,1964,26,852,4.69
1834,1964,27,465,2.56
1835,1964,28,453,2.5
1836,1964,29,234,1.29
1837,1964,30,230,1.27
1838,1964,31,207,1.14
1839,1964,32,142,0.78
1840,1964,33,135,0.74
1841,1964,34,97,0.53
1842,1964,35,101,0.56
1843,1964,36,31,0.17
1844,1964,37,30,0.17
1845,1964,38,64,0.35
1846,1964,39,37,0.2
1847,1964,40,58,0.32
1848,1964,41,61,0.34
1849,1964,42,92,0.51
1850,1964,43,76,0.42
1851,1964,44,76,0.42
1852,1964,45,80,0.44
1853,1964,46,105,0.58
1854,1964,47,97,0.53
1855,1964,48,94,0.52
1856,1964,49,107,0.59
1857,1964,50,159,0.88
1858,1964,51,128,0.71
1859,1964,52,148,0.82
1860,1965,1,152,0.82
1861,1965,2,197,1.06
1862,1965,3,177,0.95
1863,1965,4,282,1.52
1864,1965,5,398,2.14
1865,1965,6,261,1.4
1866,1965,7,375,2.02
1867,1965,8,300,1.61
1868,1965,9,524,2.82
1869,1965,10,706,3.8
1870,1965,11,636,3.42
1871,1965,12,547,2.94
1872,1965,13,560,3.01
1873,1965,14,791,4.26
1874,1965,15,612,3.29
1875,1965,16,525,2.82
1876,1965,17,1263,6.8
1877,1965,18,742,3.99
1878,1965,19,794,4.27
1879,1965,20,473,2.55
1880,1965,21,403,2.17
1881,1965,22,386,2.08
1882,1965,23,633,3.41
1883,1965,24,307,1.65
1884,1965,25,176,0.95
1885,1965,26,133,0.72
1886,1965,27,103,0.55
1887,1965,28,82,0.44
1888,1965,29,75,0.4
1889,1965,30,54,0.29
1890,1965,31,63,0.34
1891,1965,32,57,0.31
1892,1965,33,33,0.18
1893,1965,34,46,0.25
1894,1965,35,33,0.18
1895,1965,36,20,0.11
1896,1965,37,23,0.12
1897,1965,38,28,0.15
1898,1965,39,33,0.18
1899,1965,40,52,0.28
1900,1965,41,25,0.13
1901,1965,42,26,0.14
1902,1965,43,47,0.25
1903,1965,44,46,0.25
1904,1965,45,57,0.31
1905,1965,46,77,0.41
1906,1965,47,75,0.4
1907,1965,48,82,0.44
1908,1965,49,124,0.67
1909,1965,50,80,0.43
1910,1965,51,91,0.49
1911,1965,52,79,0.43
1912,1966,1,102,0.54
1913,1966,2,156,0.83
1914,1966,3,215,1.14
1915,1966,4,194,1.03
1916,1966,5,332,1.76
1917,1966,6,295,1.56
1918,1966,7,336,1.78
1919,1966,8,504,2.67
1920,1966,9,480,2.55
1921,1966,10,523,2.77
1922,1966,11,579,3.07
1923,1966,12,706,3.74
1924,1966,13,835,4.43
1925,1966,14,654,3.47
1926,1966,15,703,3.73
1927,1966,16,925,4.91
1928,1966,17,975,5.17
1929,1966,18,997,5.29
1930,1966,19,895,4.75
1931,1966,20,756,4.01
1932,1966,21,661,3.51
1933,1966,22,616,3.27
1934,1966,23,389,2.06
1935,1966,24,431,2.29
1936,1966,25,383,2.03
1937,1966,26,241,1.28
1938,1966,27,137,0.73
1939,1966,28,99,0.52
1940,1966,29,131,0.69
1941,1966,30,79,0.42
1942,1966,31,46,0.24
1943,1966,32,31,0.16
1944,1966,33,53,0.28
1945,1966,34,28,0.15
1946,1966,35,25,0.13
1947,1966,36,22,0.12
1948,1966,37,30,0.16
1949,1966,38,23,0.12
1950,1966,39,36,0.19
1951,1966,40,25,0.13
1952,1966,41,99,0.52
1953,1966,42,46,0.24
1954,1966,43,43,0.23
1955,1966,44,43,0.23
1956,1966,45,51,0.27
1957,1966,46,45,0.24
1958,1966,47,53,0.28
1959,1966,48,31,0.16
1960,1966,50,35,0.19
1961,1966,51,71,0.38
1962,1966,52,32,0.17
