Unnamed: 0,Year,Week,cases,incidence_per_100000,CCC,epi_stages
968,1954,21,2978,23.36,40050,Peak
969,1954,22,2597,20.38,42647,Peak
970,1954,23,3409,26.75,46056,Peak
971,1954,24,2705,21.22,48761,Peak
972,1954,25,2324,18.23,51085,Peak
973,1954,26,1363,10.69,52448,Post_peak
974,1954,27,1037,8.14,53485,Post_peak
975,1954,28,1133,8.89,54618,Post_peak
976,1954,29,697,5.47,55315,Post_peak
977,1954,30,641,5.03,55956,Post_peak
978,1954,31,379,2.97,56335,Post_peak
979,1954,32,275,2.16,56610,Receding
980,1954,33,259,2.03,56869,Receding
981,1954,34,158,1.24,57027,Receding
982,1954,35,146,1.15,57173,Receding
983,1954,36,65,0.51,57238,Receding
984,1954,37,126,0.99,57364,Receding
985,1954,38,102,0.8,57466,Receding
986,1954,39,85,0.67,57551,Receding
987,1954,40,102,0.8,57653,Receding
988,1954,41,101,0.79,57754,Receding
989,1954,42,145,1.14,57899,Receding
990,1954,43,165,1.29,58064,Receding
991,1954,44,132,1.04,58196,Receding
992,1954,45,172,1.35,58368,Receding
993,1954,46,258,2.02,58626,Receding
994,1954,47,185,1.45,58811,Receding
995,1954,48,190,1.49,59001,Receding
996,1954,49,372,2.92,59373,Post_peak
997,1954,50,325,2.55,59698,Receding
998,1954,51,268,2.1,59966,Receding
999,1954,52,327,2.57,60293,Receding
1000,1955,1,319,2.43,319,Initial
1001,1955,2,695,5.29,1014,Pre-peak
1002,1955,3,462,3.52,1476,Pre-peak
1003,1955,4,673,5.12,2149,Pre-peak
1004,1955,5,803,6.11,2952,Pre-peak
1005,1955,6,1217,9.27,4169,Pre-peak
1006,1955,8,1348,10.26,5517,Pre-peak
1007,1955,9,2364,18,7881,Peak
1008,1955,10,2604,19.83,10485,Peak
1009,1955,11,2595,19.76,13080,Peak
1010,1955,12,3087,23.51,16167,Peak
1011,1955,13,3164,24.09,19331,Peak
1012,1955,14,4145,31.56,23476,Peak
1013,1955,15,2724,20.74,26200,Peak
1014,1955,16,3821,29.09,30021,Peak
1015,1955,17,3602,27.43,33623,Peak
1016,1955,18,3902,29.71,37525,Peak
1017,1955,19,4194,31.93,41719,Peak
1018,1955,20,3824,29.12,45543,Peak
1019,1955,21,3466,26.39,49009,Peak
1020,1955,22,2831,21.56,51840,Peak
1021,1955,23,3157,24.04,54997,Peak
1022,1955,24,2618,19.93,57615,Peak
1023,1955,25,1955,14.89,59570,Post_peak
1024,1955,26,1062,8.09,60632,Post_peak
1025,1955,27,828,6.3,61460,Post_peak
1026,1955,28,753,5.73,62213,Post_peak
1027,1955,29,587,4.47,62800,Post_peak
1028,1955,30,478,3.64,63278,Post_peak
1029,1955,31,267,2.03,63545,Receding
1030,1955,32,280,2.13,63825,Receding
1031,1955,33,179,1.36,64004,Receding
1032,1955,34,100,0.76,64104,Receding
1033,1955,36,76,0.58,64180,Receding
1034,1955,37,160,1.22,64340,Receding
1035,1955,38,116,0.88,64456,Receding
1036,1955,39,104,0.79,64560,Receding
1037,1955,40,106,0.81,64666,Receding
1038,1955,41,152,1.16,64818,Receding
1039,1955,42,190,1.45,65008,Receding
1040,1955,43,153,1.17,65161,Receding
1041,1955,44,220,1.68,65381,Receding
1042,1955,45,196,1.49,65577,Receding
1043,1955,46,258,1.96,65835,Receding
1044,1955,47,290,2.21,66125,Receding
1045,1955,48,282,2.15,66407,Receding
1046,1955,49,376,2.86,66783,Receding
1047,1955,51,479,3.65,67262,Post_peak
1048,1955,52,172,1.31,67434,Receding
1049,1956,1,286,2.09,286,Initial
1050,1956,2,416,3.03,702,Initial
1051,1956,3,633,4.62,1335,Pre-peak
1052,1956,4,498,3.63,1833,Pre-peak
1053,1956,5,614,4.48,2447,Pre-peak
1054,1956,6,455,3.32,2902,Pre-peak
1055,1956,7,691,5.04,3593,Pre-peak
1056,1956,8,471,3.43,4064,Pre-peak
1057,1956,9,982,7.16,5046,Peak
1058,1956,10,980,7.15,6026,Peak
1059,1956,11,867,6.32,6893,Pre-peak
1060,1956,12,585,4.27,7478,Pre-peak
1061,1956,13,1274,9.29,8752,Peak
1062,1956,14,788,5.75,9540,Pre-peak
1063,1956,15,1601,11.68,11141,Peak
1064,1956,16,1288,9.39,12429,Peak
1065,1956,17,1326,9.67,13755,Peak
1066,1956,18,1916,13.97,15671,Peak
1067,1956,19,1400,10.21,17071,Peak
1068,1956,20,1748,12.75,18819,Peak
1069,1956,21,1517,11.06,20336,Peak
1070,1956,22,1301,9.49,21637,Peak
1071,1956,23,1592,11.61,23229,Peak
1072,1956,24,1839,13.41,25068,Peak
1073,1956,25,1155,8.42,26223,Peak
1074,1956,26,610,4.45,26833,Post_peak
1075,1956,27,407,2.97,27240,Post_peak
1076,1956,28,610,4.45,27850,Post_peak
1077,1956,29,327,2.38,28177,Post_peak
1078,1956,30,254,1.85,28431,Post_peak
1079,1956,31,302,2.2,28733,Post_peak
1080,1956,32,182,1.33,28915,Receding
1081,1956,33,165,1.2,29080,Receding
1082,1956,34,109,0.79,29189,Receding
1083,1956,35,104,0.76,29293,Receding
1084,1956,36,76,0.55,29369,Receding
1085,1956,37,89,0.65,29458,Receding
1086,1956,38,110,0.8,29568,Receding
1087,1956,39,130,0.95,29698,Receding
1088,1956,40,112,0.82,29810,Receding
1089,1956,41,46,0.34,29856,Receding
1090,1956,42,105,0.77,29961,Receding
1091,1956,43,118,0.86,30079,Receding
1092,1956,44,84,0.61,30163,Receding
1093,1956,45,102,0.74,30265,Receding
1094,1956,46,225,1.64,30490,Post_peak
1095,1956,47,194,1.41,30684,Post_peak
1096,1956,48,218,1.59,30902,Post_peak
1097,1956,49,276,2.01,31178,Post_peak
1098,1956,50,319,2.33,31497,Post_peak
1099,1956,51,135,0.98,31632,Receding
1100,1956,52,622,4.54,32254,Post_peak
1101,1957,1,700,4.91,700,Initial
1102,1957,2,843,5.91,1543,Pre-peak
1103,1957,3,1013,7.1,2556,Pre-peak
1104,1957,4,1473,10.33,4029,Pre-peak
1105,1957,5,1312,9.2,5341,Pre-peak
1106,1957,6,1906,13.36,7247,Peak
1107,1957,7,1631,11.43,8878,Pre-peak
1108,1957,8,2072,14.53,10950,Peak
1109,1957,9,2675,18.75,13625,Peak
1110,1957,10,2525,17.7,16150,Peak
1111,1957,11,2699,18.92,18849,Peak
1112,1957,12,2373,16.64,21222,Peak
1113,1957,13,3403,23.86,24625,Peak
1114,1957,14,2766,19.39,27391,Peak
1115,1957,15,2866,20.09,30257,Peak
1116,1957,16,2395,16.79,32652,Peak
1117,1957,17,1683,11.8,34335,Post_peak
1118,1957,18,2185,15.32,36520,Peak
1119,1957,20,1922,13.47,38442,Peak
1120,1957,21,1729,12.12,40171,Peak
1121,1957,22,1335,9.36,41506,Post_peak
1122,1957,23,1621,11.36,43127,Post_peak
1123,1957,24,1573,11.03,44700,Post_peak
1124,1957,25,881,6.18,45581,Post_peak
1125,1957,26,954,6.69,46535,Post_peak
1126,1957,27,437,3.06,46972,Post_peak
1127,1957,28,481,3.37,47453,Post_peak
1128,1957,29,335,2.35,47788,Receding
1129,1957,30,270,1.89,48058,Receding
1130,1957,31,211,1.48,48269,Receding
1131,1957,32,139,0.97,48408,Receding
1132,1957,33,103,0.72,48511,Receding
1133,1957,34,112,0.79,48623,Receding
1134,1957,35,96,0.67,48719,Receding
1135,1957,36,28,0.2,48747,Receding
1136,1957,37,48,0.34,48795,Receding
1137,1957,38,59,0.41,48854,Receding
1138,1957,39,68,0.48,48922,Receding
1139,1957,40,55,0.39,48977,Receding
1140,1957,41,75,0.53,49052,Receding
1141,1957,42,116,0.81,49168,Receding
1142,1957,43,108,0.76,49276,Receding
1143,1957,44,80,0.56,49356,Receding
1144,1957,45,83,0.58,49439,Receding
1145,1957,46,98,0.69,49537,Receding
1146,1957,47,90,0.63,49627,Receding
1147,1957,48,205,1.44,49832,Receding
1148,1957,49,150,1.05,49982,Receding
1149,1957,50,126,0.88,50108,Receding
1150,1957,51,166,1.16,50274,Receding
1151,1957,52,129,0.9,50403,Receding
1152,1958,1,161,1.08,161,Initial
1153,1958,2,207,1.39,368,Initial
1154,1958,3,443,2.98,811,Initial
1155,1958,4,312,2.1,1123,Pre-peak
1156,1958,5,524,3.52,1647,Pre-peak
1157,1958,6,663,4.46,2310,Pre-peak
1158,1958,7,495,3.33,2805,Pre-peak
1159,1958,8,472,3.17,3277,Pre-peak
1160,1958,10,1295,8.7,4572,Peak
1161,1958,11,1231,8.27,5803,Peak
1162,1958,12,1073,7.21,6876,Pre-peak
1163,1958,13,1553,10.44,8429,Peak
1164,1958,14,1217,8.18,9646,Peak
1165,1958,15,1234,8.29,10880,Peak
1166,1958,16,1821,12.24,12701,Peak
1167,1958,17,1909,12.83,14610,Peak
1168,1958,18,1714,11.52,16324,Peak
1169,1958,19,2149,14.44,18473,Peak
1170,1958,20,1928,12.96,20401,Peak
1171,1958,21,1861,12.51,22262,Peak
1172,1958,22,1017,6.83,23279,Post_peak
1173,1958,23,2051,13.78,25330,Peak
1174,1958,24,1499,10.07,26829,Peak
1175,1958,25,1391,9.35,28220,Peak
1176,1958,26,921,6.19,29141,Post_peak
1177,1958,27,542,3.64,29683,Post_peak
1178,1958,28,588,3.95,30271,Post_peak
1179,1958,29,458,3.08,30729,Post_peak
1180,1958,30,360,2.42,31089,Post_peak
1181,1958,31,260,1.75,31349,Post_peak
1182,1958,32,229,1.54,31578,Post_peak
1183,1958,33,224,1.51,31802,Post_peak
1184,1958,34,99,0.67,31901,Receding
1185,1958,35,65,0.44,31966,Receding
1186,1958,36,106,0.71,32072,Receding
1187,1958,37,78,0.52,32150,Receding
1188,1958,38,65,0.44,32215,Receding
1189,1958,39,63,0.42,32278,Receding
1190,1958,40,104,0.7,32382,Receding
1191,1958,41,51,0.34,32433,Receding
1192,1958,42,159,1.07,32592,Receding
1193,1958,43,153,1.03,32745,Receding
1194,1958,44,220,1.48,32965,Post_peak
1195,1958,45,228,1.53,33193,Post_peak
1196,1958,46,163,1.1,33356,Receding
1197,1958,47,213,1.43,33569,Receding
1198,1958,48,253,1.7,33822,Post_peak
1199,1958,49,268,1.8,34090,Post_peak
1200,1958,50,445,2.99,34535,Post_peak
1201,1958,51,270,1.81,34805,Post_peak
1202,1958,52,269,1.81,35074,Post_peak
1203,1959,1,499,3.23,499,Initial
1204,1959,2,661,4.27,1160,Pre-peak
1205,1959,3,684,4.42,1844,Pre-peak
1206,1959,4,808,5.22,2652,Pre-peak
1207,1959,5,820,5.3,3472,Pre-peak
1208,1959,6,692,4.47,4164,Pre-peak
1209,1959,7,935,6.05,5099,Pre-peak
1210,1959,8,1870,12.09,6969,Peak
1211,1959,9,1466,9.48,8435,Peak
1212,1959,10,2517,16.27,10952,Peak
1213,1959,11,2105,13.61,13057,Peak
1214,1959,12,1913,12.37,14970,Peak
1215,1959,13,1651,10.67,16621,Peak
1216,1959,14,2708,17.51,19329,Peak
1217,1959,15,2130,13.77,21459,Peak
1218,1959,17,1781,11.51,23240,Peak
1219,1959,18,1765,11.41,25005,Peak
1220,1959,19,1724,11.15,26729,Peak
1221,1959,20,1525,9.86,28254,Peak
1222,1959,21,1262,8.16,29516,Post_peak
1223,1959,22,1447,9.36,30963,Peak
1224,1959,23,1373,8.88,32336,Peak
1225,1959,24,1202,7.77,33538,Post_peak
1226,1959,25,762,4.93,34300,Post_peak
1227,1959,26,614,3.97,34914,Post_peak
1228,1959,27,572,3.7,35486,Post_peak
1229,1959,28,568,3.67,36054,Post_peak
1230,1959,29,316,2.04,36370,Post_peak
1231,1959,30,334,2.16,36704,Post_peak
1232,1959,31,246,1.59,36950,Receding
1233,1959,33,146,0.94,37096,Receding
1234,1959,34,73,0.47,37169,Receding
1235,1959,36,73,0.47,37242,Receding
1236,1959,37,81,0.52,37323,Receding
1237,1959,38,54,0.35,37377,Receding
1238,1959,39,52,0.34,37429,Receding
1239,1959,40,63,0.41,37492,Receding
1240,1959,41,89,0.58,37581,Receding
1241,1959,42,37,0.24,37618,Receding
1242,1959,43,176,1.14,37794,Receding
1243,1959,44,105,0.68,37899,Receding
1244,1959,45,144,0.93,38043,Receding
1245,1959,46,164,1.06,38207,Receding
1246,1959,47,105,0.68,38312,Receding
1247,1959,48,164,1.06,38476,Receding
1248,1959,49,208,1.34,38684,Receding
1249,1959,50,152,0.98,38836,Receding
1250,1959,51,115,0.74,38951,Receding
1251,1960,1,179,1.13,179,Initial
1252,1960,2,271,1.71,450,Initial
1253,1960,3,243,1.53,693,Initial
1254,1960,4,280,1.76,973,Initial
1255,1960,5,360,2.27,1333,Pre-peak
1256,1960,6,262,1.65,1595,Pre-peak
1257,1960,7,310,1.95,1905,Pre-peak
1258,1960,8,416,2.62,2321,Pre-peak
1259,1960,9,615,3.88,2936,Pre-peak
1260,1960,10,732,4.61,3668,Peak
1261,1960,11,878,5.53,4546,Peak
1262,1960,12,793,5,5339,Peak
1263,1960,13,951,5.99,6290,Peak
1264,1960,14,1342,8.46,7632,Peak
1265,1960,15,903,5.69,8535,Peak
1266,1960,16,817,5.15,9352,Peak
1267,1960,17,1138,7.17,10490,Peak
1268,1960,18,1379,8.69,11869,Peak
1269,1960,19,1099,6.93,12968,Peak
1270,1960,20,1051,6.62,14019,Peak
1271,1960,21,855,5.39,14874,Peak
1272,1960,22,784,4.94,15658,Peak
1273,1960,23,1025,6.46,16683,Peak
1274,1960,24,977,6.16,17660,Peak
1275,1960,25,729,4.59,18389,Peak
1276,1960,26,360,2.27,18749,Post_peak
1277,1960,27,483,3.04,19232,Post_peak
1278,1960,28,307,1.93,19539,Post_peak
1279,1960,29,283,1.78,19822,Post_peak
1280,1960,30,283,1.78,20105,Post_peak
1281,1960,31,176,1.11,20281,Post_peak
1282,1960,32,119,0.75,20400,Receding
1283,1960,33,135,0.85,20535,Receding
1284,1960,34,75,0.47,20610,Receding
1285,1960,35,41,0.26,20651,Receding
1286,1960,36,35,0.22,20686,Receding
1287,1960,37,53,0.33,20739,Receding
1288,1960,38,63,0.4,20802,Receding
1289,1960,39,53,0.33,20855,Receding
1290,1960,40,57,0.36,20912,Receding
1291,1960,41,58,0.37,20970,Receding
1292,1960,42,92,0.58,21062,Receding
1293,1960,43,67,0.42,21129,Receding
1294,1960,44,86,0.54,21215,Receding
1295,1960,45,50,0.32,21265,Receding
1296,1960,46,146,0.92,21411,Post_peak
1297,1960,47,90,0.57,21501,Receding
1298,1960,48,103,0.65,21604,Receding
1299,1960,49,190,1.2,21794,Post_peak
1300,1960,50,117,0.74,21911,Receding
1301,1960,51,179,1.13,22090,Post_peak
1302,1960,52,132,0.83,22222,Receding
1303,1961,1,271,1.64,271,Initial
1304,1961,2,340,2.06,611,Initial
1305,1961,3,452,2.74,1063,Pre-peak
1306,1961,4,755,4.58,1818,Pre-peak
1307,1961,5,568,3.44,2386,Pre-peak
1308,1961,6,757,4.59,3143,Pre-peak
1309,1961,7,742,4.5,3885,Pre-peak
1310,1961,8,640,3.88,4525,Pre-peak
1311,1961,9,836,5.07,5361,Pre-peak
1312,1961,10,1214,7.36,6575,Peak
1313,1961,11,1328,8.05,7903,Peak
1314,1961,12,1308,7.93,9211,Peak
1315,1961,13,1678,10.17,10889,Peak
1316,1961,14,1401,8.49,12290,Peak
1317,1961,16,2276,13.8,14566,Peak
1318,1961,17,1759,10.66,16325,Peak
1319,1961,18,1933,11.72,18258,Peak
1320,1961,19,2227,13.5,20485,Peak
1321,1961,20,1963,11.9,22448,Peak
1322,1961,21,2248,13.63,24696,Peak
1323,1961,22,1677,10.17,26373,Peak
1324,1961,23,2132,12.92,28505,Peak
1325,1961,24,2009,12.18,30514,Peak
1326,1961,25,1186,7.19,31700,Peak
1327,1961,26,756,4.58,32456,Post_peak
1328,1961,27,497,3.01,32953,Post_peak
1329,1961,28,388,2.35,33341,Post_peak
1330,1961,29,398,2.41,33739,Post_peak
1331,1961,30,229,1.39,33968,Post_peak
1332,1961,31,173,1.05,34141,Receding
1333,1961,32,128,0.78,34269,Receding
1334,1961,33,118,0.72,34387,Receding
1335,1961,34,121,0.73,34508,Receding
1336,1961,35,67,0.41,34575,Receding
1337,1961,36,44,0.27,34619,Receding
1338,1961,37,53,0.32,34672,Receding
1339,1961,38,70,0.42,34742,Receding
1340,1961,39,62,0.38,34804,Receding
1341,1961,40,60,0.36,34864,Receding
1342,1961,41,97,0.59,34961,Receding
1343,1961,42,135,0.82,35096,Receding
1344,1961,43,81,0.49,35177,Receding
1345,1961,44,135,0.82,35312,Receding
1346,1961,45,159,0.96,35471,Receding
1347,1961,46,168,1.02,35639,Receding
1348,1961,47,147,0.89,35786,Receding
1349,1961,48,220,1.33,36006,Receding
1350,1961,49,255,1.55,36261,Post_peak
1351,1961,50,316,1.92,36577,Post_peak
1352,1961,51,153,0.93,36730,Receding
1353,1961,52,123,0.75,36853,Receding
1354,1962,1,259,1.52,259,Initial
1355,1962,2,357,2.09,616,Initial
1356,1962,3,351,2.06,967,Initial
1357,1962,4,663,3.88,1630,Pre-peak
1358,1962,5,603,3.53,2233,Pre-peak
1359,1962,6,393,2.3,2626,Pre-peak
1360,1962,7,690,4.04,3316,Pre-peak
1361,1962,8,763,4.47,4079,Pre-peak
1362,1962,9,1116,6.54,5195,Peak
1363,1962,10,1225,7.18,6420,Peak
1364,1962,11,1101,6.45,7521,Peak
1365,1962,12,1326,7.77,8847,Peak
1366,1962,13,1377,8.07,10224,Peak
1367,1962,14,1754,10.27,11978,Peak
1368,1962,15,1488,8.72,13466,Peak
1369,1962,16,1339,7.84,14805,Peak
1370,1962,17,1015,5.95,15820,Peak
1371,1962,18,1443,8.45,17263,Peak
1372,1962,19,1142,6.69,18405,Peak
1373,1962,20,1167,6.84,19572,Peak
1374,1962,21,1011,5.92,20583,Peak
1375,1962,22,929,5.44,21512,Peak
1376,1962,23,952,5.58,22464,Peak
1377,1962,24,955,5.59,23419,Peak
1378,1962,25,609,3.57,24028,Post_peak
1379,1962,26,446,2.61,24474,Post_peak
1380,1962,27,384,2.25,24858,Post_peak
1381,1962,28,305,1.79,25163,Post_peak
1382,1962,29,237,1.39,25400,Post_peak
1383,1962,30,234,1.37,25634,Post_peak
1384,1962,31,148,0.87,25782,Receding
1385,1962,32,167,0.98,25949,Receding
1386,1962,33,115,0.67,26064,Receding
1387,1962,34,83,0.49,26147,Receding
1388,1962,35,61,0.36,26208,Receding
1389,1962,36,38,0.22,26246,Receding
1390,1962,37,45,0.26,26291,Receding
1391,1962,38,58,0.34,26349,Receding
1392,1962,39,76,0.45,26425,Receding
1393,1962,40,56,0.33,26481,Receding
1394,1962,41,74,0.43,26555,Receding
1395,1962,42,68,0.4,26623,Receding
1396,1962,43,102,0.6,26725,Receding
1397,1962,44,91,0.53,26816,Receding
1398,1962,45,78,0.46,26894,Receding
1399,1962,46,136,0.8,27030,Receding
1400,1962,47,161,0.94,27191,Receding
1401,1962,48,136,0.8,27327,Receding
1402,1962,49,181,1.06,27508,Post_peak
1403,1962,50,220,1.29,27728,Post_peak
1404,1962,51,163,0.95,27891,Receding
1405,1962,52,249,1.46,28140,Post_peak
1406,1964,1,167,0.92,167,Initial
1407,1964,2,305,1.68,472,Initial
1408,1964,3,401,2.21,873,Initial
1409,1964,4,544,3,1417,Pre-peak
1410,1964,5,604,3.33,2021,Pre-peak
1411,1964,6,501,2.76,2522,Pre-peak
1412,1964,7,479,2.64,3001,Pre-peak
1413,1964,8,623,3.43,3624,Pre-peak
1414,1964,9,727,4.01,4351,Pre-peak
1415,1964,10,889,4.9,5240,Pre-peak
1416,1964,11,1358,7.48,6598,Peak
1417,1964,12,1407,7.75,8005,Peak
1418,1964,13,1166,6.42,9171,Pre-peak
1419,1964,14,1111,6.12,10282,Pre-peak
1420,1964,15,2340,12.89,12622,Peak
1421,1964,16,1507,8.3,14129,Peak
1422,1964,17,1886,10.39,16015,Peak
1423,1964,19,2059,11.34,18074,Peak
1424,1964,20,1983,10.93,20057,Peak
1425,1964,21,2025,11.16,22082,Peak
1426,1964,22,1849,10.19,23931,Peak
1427,1964,23,1571,8.66,25502,Peak
1428,1964,24,1545,8.51,27047,Peak
1429,1964,25,1244,6.85,28291,Peak
1430,1964,26,852,4.69,29143,Post_peak
1431,1964,27,465,2.56,29608,Post_peak
1432,1964,28,453,2.5,30061,Post_peak
1433,1964,29,234,1.29,30295,
1434,1964,30,230,1.27,30525,Receding
1435,1964,31,207,1.14,30732,Receding
1436,1964,32,142,0.78,30874,Receding
1437,1964,33,135,0.74,31009,Receding
1438,1964,34,97,0.53,31106,Receding
1439,1964,35,101,0.56,31207,Receding
1440,1964,36,31,0.17,31238,Receding
1441,1964,37,30,0.17,31268,Receding
1442,1964,38,64,0.35,31332,Receding
1443,1964,39,37,0.2,31369,Receding
1444,1964,40,58,0.32,31427,Receding
1445,1964,41,61,0.34,31488,Receding
1446,1964,42,92,0.51,31580,Receding
1447,1964,43,76,0.42,31656,Receding
1448,1964,44,76,0.42,31732,Receding
1449,1964,45,80,0.44,31812,Receding
1450,1964,46,105,0.58,31917,Receding
1451,1964,47,97,0.53,32014,Receding
1452,1964,48,94,0.52,32108,Receding
1453,1964,49,107,0.59,32215,Receding
1454,1964,50,159,0.88,32374,Receding
1455,1964,51,128,0.71,32502,Receding
1456,1964,52,148,0.82,32650,Receding
